speed,current_engine_rpm,acceleration_magnitude,velocity_magnitude,tire_stress_front,tire_stress_rear,wheel_slip_magnitude_front,wheel_slip_magnitude_rear,avg_tire_temp,power,torque,boost,yaw,pitch,roll,steer,rpm_speed_ratio,gear,lap_number,race_position,current_lap_time
38.042923,4661.833,11.42223082649028,38.04292008186711,0.4739216149999999,2.10267615,0.4278505202946492,0.7832457,219.72094,245889.67,502.19937,9.777396,-2.653501,0.009892332,-0.048729397,127,119.40276602753332,4,3,1,14.3763685
30.077383,7159.5273,5.994657786253772,30.07738305651596,0.00533956415,0.294460885,0.0070936719885566,0.4432967665268386,212.5151075,330093.62,440.77216,14.699979,1.6376837,0.047439847,0.0038115515,0,230.3774194886358,2,4,1,101.20371
46.418858,5662.7974,12.491358416865358,46.4188527007459,0.854559385,0.564415185,0.0222714281041817,0.560932893691109,213.2992375,289152.84,487.55722,14.699979,-2.0722969,-0.0034137869,-0.0055343607,-116,119.42078824420446,4,4,1,13.926709
22.178915,3893.4172,10.826309694499956,22.178916640308262,0.5643601465,1.0086707,1.06795639774644,1.429645743468675,217.725405,150109.45,371.2727,-8.668613,-2.8068705,0.011992406,0.02619429,74,167.97236626477124,1,3,1,22.18488
40.088097,5155.407,7.0224821513382825,40.08809575098409,0.16334541,0.8073524999999999,0.0054650363,1.1328311065471366,213.33717,284758.28,527.6181,14.699979,0.6088955,-0.020534396,-0.005348545,127,125.47203147422478,4,1,1,46.326855
34.471424,4324.741,8.962498021018545,34.471422092986884,1.4338153,1.039152,0.0796643557075933,0.8404513606286877,216.5458925,249512.16,551.1114,14.699843,1.7177935,0.05634039,0.043126818,19,121.92183206402991,4,1,1,51.385315
23.146036,3774.8423,10.886810889061222,23.146034570884925,1.04026802,0.7181176,0.0092081696677209,0.7491188300751803,208.9450875,101134.664,255.91922,11.2359,-0.27836046,-0.10884871,0.05239396,-127,156.3338305301955,3,0,1,62.103607
42.12502,6705.418,3.464389493134719,42.125020901060125,0.00305254155,0.26646417,0.0028853947964301,0.3772316865691063,210.296975,328781.84,468.299,14.699979,-2.2097168,-0.08996859,0.03136509,0,155.48788151286655,3,2,1,72.99565
32.942368,5177.7627,4.252350296148865,32.942366583561665,0.00809928875,0.2122546699999999,0.0045336987336868,0.3004424961122138,212.18335,281979.66,520.4352,13.873294,-1.3150605,-0.013772294,-0.0100268675,0,152.5457121907346,3,1,1,28.768112
46.348206,5802.889,10.262333465864282,46.34820917062064,1.16010515,0.7626161250000001,0.0732585822307516,0.8025720148351669,214.8087775,306424.28,504.6147,14.699979,-2.3253572,-0.0010115394,-0.047886644,-76,122.55773745683206,4,2,1,15.252643
